Żywność,Kalorie,JednostkaKalorii,JednostkaWagi,Kategoria,Porcja,WagaPorcji
Pistacje,562,kcal,g,orzechy i nasiona,szklanka,120
Siemię lniane,534,kcal,g,orzechy i nasiona,szklanka,123
Soja,147,kcal,g,orzechy i nasiona,szklanka,168
Słodkie kasztany,194,kcal,g,orzechy i nasiona,szklanka,256
Żołędzie,387,kcal,g,orzechy i nasiona,szklanka,145
Ciecierzyca,364,kcal,g,rosliny straczkowe,porcja,250
Ciecierzyca czarna,364,kcal,g,rosliny straczkowe,łyżka,12.5
Dynia piżmowa,612,kcal,g,rosliny straczkowe,szklanka,200
Fasola Azuki,366,kcal,g,rosliny straczkowe,szklanka,120
Fasola biała,336,kcal,g,rosliny straczkowe,porcja,50
Fasola czarna,341,kcal,g,rosliny straczkowe,szklanka,215
Fasola czerwona,124,kcal,g,rosliny straczkowe,łyżka,12.1
Fasola flageolet,85,kcal,g,rosliny straczkowe,szklanka,266
Fasola kidney,337,kcal,g,rosliny straczkowe,porcja,100
Fasola mung / Fasola złota,12,kcal,g,rosliny straczkowe,szklanka,184
Fasola Mungo,331,kcal,g,rosliny straczkowe,szklanka,125
Fasola pinto,347,kcal,g,rosliny straczkowe,porcja,100
Fasola z chili,97,kcal,g,rosliny straczkowe,szklanka,193
Fasolka zielona,31,kcal,g,rosliny straczkowe,szklanka,253
Groch,230,kcal,g,rosliny straczkowe,szklanka,100
Groszek w strączkach,42,kcal,g,rosliny straczkowe,porcja,100
Groszek zielony,42,kcal,g,rosliny straczkowe,porcja,100
Jogurt sojowy,66,kcal,g,rosliny straczkowe,szklanka,63
Kasztan jadalny,210,kcal,g,rosliny straczkowe,paczka,500
Kiełki fasoli,30,kcal,g,rosliny straczkowe,porcja,100
Majonez sojowy,322,kcal,g,rosliny straczkowe,szklanka,104
Miso,199,kcal,g,rosliny straczkowe,łyżka,15
Orzeszki pekan,691,kcal,g,rosliny straczkowe,szklanka,275
Orzeszki sojowe,471,kcal,g,rosliny straczkowe,szklanka,99
Orzeszki ziemne,567,kcal,g,rosliny straczkowe,szklanka,256
Piżmian,33,kcal,g,rosliny straczkowe,paczka,300
Pędy bambusa,27,kcal,g,rosliny straczkowe,szklanka,100
Ser tofu bardzo twardy,91,kcal,g,rosliny straczkowe,szklanka,151
Ser tofu twardy,70,kcal,g,rosliny straczkowe,5 kostki,91
Ser z soi,235,kcal,g,rosliny straczkowe,4 kostki,81
Soczewica,353,kcal,g,rosliny straczkowe,plasterek,17
Soczewica brązowa,353,kcal,g,rosliny straczkowe,szklanka,192
Soczewica czerwona,329,kcal,g,rosliny straczkowe,szklanka,192
Soczewica zielona,257,kcal,g,rosliny straczkowe,szklanka,197
Soczewica żółta,304,kcal,g,rosliny straczkowe,szklanka, suszona,60
Soja,147,kcal,g,rosliny straczkowe,szklanka,200
Tempeh,193,kcal,g,rosliny straczkowe,szklanka,256
Tofu,76,kcal,g,rosliny straczkowe,szklanka,166
Tofu głęboko smażony,271,kcal,g,rosliny straczkowe,2 szklanki,124
Tofu miękkie,55,kcal,g,rosliny straczkowe,4 kostki,81
Margaryna,0,kcal,g,oleje i tluszcze,łyżka,14 
Masło,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej canola,0,kcal,g,oleje i tluszcze,łyżka,15 
Olej kokosowy,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej kukurydziany,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej lniany,0,kcal,g,oleje i tluszcze,łyżka,15 
Olej macademia,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej migdałowy,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej musztardowy,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej palmowy,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej sezamowy,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej sojowy,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej słonecznikowy,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej z awokado,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej z krokosza barwierskiego,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej z nasion bawełny,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej z nasion winogron,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej z orzechów włoskich,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej z orzeszków ziemnych,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej z sardynek,0,kcal,g,oleje i tluszcze,łyżka,14 
Olej ze śledzia,0,kcal,g,oleje i tluszcze,łyżka,14 
Oliwa z oliwek,0,kcal,g,oleje i tluszcze,łyżka,14 
Smalec,0,kcal,g,oleje i tluszcze,łyżka,15 
Tran z wątroby dorsza,0,kcal,g,oleje i tluszcze,łyżka,13 
Olej arganowy,0,kcal,g,oleje roslinne,łyżka,14 
Olej babassu,0,kcal,g,oleje roslinne,łyżka,14 
Olej kokosowy,0,kcal,g,oleje roslinne,łyżka,14 
Olej kukurydziany,0,kcal,g,oleje roslinne,łyżka,14 
Olej lniany,0,kcal,g,oleje roslinne,łyżka,15 
Olej migdałowy,0,kcal,g,oleje roslinne,łyżka,14 
Olej musztardowy,0,kcal,g,oleje roslinne,łyżka,14 
Olej owsiany,0,kcal,g,oleje roslinne,łyżka,14 
Olej palmowy,0,kcal,g,oleje roslinne,łyżka,14 
Olej roślinny,0,kcal,g,oleje roslinne,łyżka,14 
Olej sezamowy,0,kcal,g,oleje roslinne,łyżka,15 
Olej shea,0,kcal,g,oleje roslinne,łyżka,14 
Olej sojowy,0,kcal,g,oleje roslinne,łyżka,14 
Olej słonecznikowy,0,kcal,g,oleje roslinne,łyżka,14 
Olej z awokado,0,kcal,g,oleje roslinne,łyżka,14 
Olej z krokosza barwierskiego,0,kcal,g,oleje roslinne,łyżka,14 
Olej z nasion bawełny,0,kcal,g,oleje roslinne,łyżka,14 
Olej z nasion maku,0,kcal,g,oleje roslinne,łyżka,14 
Olej z orzechów laskowych,0,kcal,g,oleje roslinne,łyżka,14 
Olej z orzechów włoskich,0,kcal,g,oleje roslinne,łyżka,14 
Olej z orzeszków ziemnych,0,kcal,g,oleje roslinne,łyżka,14 
Olej z otrąb ryżowych,0,kcal,g,oleje roslinne,łyżka,14 
Olej z pestek dyni,0,kcal,g,oleje roslinne,łyżka,14 
Olej z pestek moreli,0,kcal,g,oleje roslinne,łyżka,14 
Olej z pestek pomidora,0,kcal,g,oleje roslinne,łyżka,14 
Olej z pestek winogron,0,kcal,g,oleje roslinne,łyżka,14 
Olej z zarodków pszenicy,0,kcal,g,oleje roslinne,łyżka,14 
Olej z łososia,0,kcal,g,oleje roslinne,łyżka,14 
Oliwa z oliwek,0,kcal,g,oleje roslinne,łyżka,14 
Dżem jagodowy,250,kcal,g,pasty,łyżka ,20
Dżem jeżynowy,250,kcal,g,pasty,łyżka ,20
Dżem malinowy,240,kcal,g,pasty,łyżka ,20
Dżem morelowy,250,kcal,g,pasty,łyżka ,20
Dżem pomarańczowy,246,kcal,g,pasty,łyżka ,20
Dżem truskawkowy,250,kcal,g,pasty,łyżka ,20
Dżem wiśniowy,250,kcal,g,pasty,łyżka ,20
Dżem z czarnej porzeczki,250,kcal,g,pasty,łyżka ,20
Dżem śliwkowy,250,kcal,g,pasty,łyżka ,20
Jajko,97,kcal,g,pasty,łyżka ,20
Konfitura,278,kcal,g,pasty,jajko,56
Konfitura truskawkowa,250,kcal,g,pasty,łyżka ,20
Konfitura winogronowa,255,kcal,g,pasty,łyżka ,20
Krem czekoladowy,541,kcal,g,pasty,łyżka ,20
Margaryna,717,kcal,g,pasty,łyżeczka,12
Masło,717,kcal,g,pasty,łyżka ,14
Masło migdałowe,614,kcal,g,pasty,szklanka,227
Masło orzechowe,589,kcal,g,pasty,łyżka ,16
Masło roślinne,721,kcal,g,pasty,łyżka ,16
Masło solone,717,kcal,g,pasty,łyżka ,20
Miód,304,kcal,g,pasty,szklanka,227
Miód dzikich pszczół,286,kcal,g,pasty,łyżka ,21
Mus jabłkowy,68,kcal,g,pasty,łyżka ,21
Nutella,544,kcal,g,pasty,szklanka,255
Paprykarz,179,kcal,g,pasty,porcja,15
Pasta z drożdży,180,kcal,g,pasty,łyżka ,20
Pasta z łososia,267,kcal,g,pasty,łyżeczka,5
Pasztet,319,kcal,g,pasty,łyżka ,20
Pasztet sojowy,274,kcal,g,pasty,łyżka ,13
Pasztetowa,305,kcal,g,pasty,łyżka ,20
Powidła śliwkowe,209,kcal,g,pasty,plasterek,18
Serek Almette z ziołami,118,kcal,g,pasty,łyżka ,20
Serek Almette śmietankowy,270,kcal,g,pasty,łyżka ,20
Serek kremowy,342,kcal,g,pasty,łyżka ,20
Serek topiony,290,kcal,g,pasty,szklanka,232
Serek śmietankowy Philadelphia,342,kcal,g,pasty,łyżka ,15
Balistyda,93,kcal,g,ryby i owoce morza,filet ,144
Barwena,150,kcal,g,ryby i owoce morza,porcja,28.4
Chanos,190,kcal,g,ryby i owoce morza,filet ,93
Dorsz,105,kcal,g,ryby i owoce morza,porcja,48
Dorsz atlantycki,172,kcal,g,ryby i owoce morza,filet ,180
Flądra,86,kcal,g,ryby i owoce morza,filet ,154
Granik,118,kcal,g,ryby i owoce morza,filet ,127
Halibut,111,kcal,g,ryby i owoce morza,filet ,202
Homar,89,kcal,g,ryby i owoce morza,2 fileta,200
Homary w cieście,84,kcal,g,ryby i owoce morza,homar,150
Jesiotr,135,kcal,g,ryby i owoce morza,sztuka,10
Kalmary,175,kcal,g,ryby i owoce morza,szklanka,136
Karp,162,kcal,g,ryby i owoce morza,sztuka,12
Kawior,264,kcal,g,ryby i owoce morza,filet ,170
Kulbak czerwony,94,kcal,g,ryby i owoce morza,łyżka,16
Leszcz,135,kcal,g,ryby i owoce morza,porcja,57
Lucjan czerwony,87,kcal,g,ryby i owoce morza,porcja,125
Makrela,262,kcal,g,ryby i owoce morza,filet ,170
Małż,148,kcal,g,ryby i owoce morza,filet ,88
Miecznik,172,kcal,g,ryby i owoce morza,paczka,115
Miruna,121,kcal,g,ryby i owoce morza,sztuka,106
Molwa,128,kcal,g,ryby i owoce morza,porcja,70
Morszczuk,71,kcal,g,ryby i owoce morza,filet ,151
Okoń morski,124,kcal,g,ryby i owoce morza,filet ,113
Omułek,172,kcal,g,ryby i owoce morza,filet ,124
Ośmiornica,164,kcal,g,ryby i owoce morza,porcja,48
Paluszki rybne,290,kcal,g,ryby i owoce morza,porcja,48
Pollachius,111,kcal,g,ryby i owoce morza,sztuka,28
Przegrzebki,111,kcal,g,ryby i owoce morza,filet ,151
Pstrąg,190,kcal,g,ryby i owoce morza,przegrzebek,10
Rak,82,kcal,g,ryby i owoce morza,filet ,62
Rekin,130,kcal,g,ryby i owoce morza,rak,12
Rolmopsy,171,kcal,g,ryby i owoce morza,porcja,85
Ryba maślana,187,kcal,g,ryby i owoce morza,rolmops,65
Sandacz,84,kcal,g,ryby i owoce morza,filet ,25
Sardela,131,kcal,g,ryby i owoce morza,filet ,62
Sardynki,208,kcal,g,ryby i owoce morza,porcja,48
Sałatka z tuńczyka,187,kcal,g,ryby i owoce morza,szklanka,149
Skarp,122,kcal,g,ryby i owoce morza,szklanka,205
Sola,86,kcal,g,ryby i owoce morza,2 fileta,159
Solandra,109,kcal,g,ryby i owoce morza,filet ,127
Stynka,124,kcal,g,ryby i owoce morza,porcja,100
Sushi,150,kcal,g,ryby i owoce morza,porcja,85
Szczupak,113,kcal,g,ryby i owoce morza,sztuka,26
Tesegral,159,kcal,g,ryby i owoce morza,2 fileta,155
Tuńczyk,132,kcal,g,ryby i owoce morza,filet ,117
Witlinek,116,kcal,g,ryby i owoce morza,2 fileta,154
Węgorz,236,kcal,g,ryby i owoce morza,filet ,72
Łosoś,206,kcal,g,ryby i owoce morza,porcja,48
Łupacz,90,kcal,g,ryby i owoce morza,2 fileta,178
Śledź,203,kcal,g,ryby i owoce morza,filet ,150
Śledź marynowany,262,kcal,g,ryby i owoce morza,filet ,143
Śledź wędzony,217,kcal,g,ryby i owoce morza,szklanka,140
Białko jaja,13,kcal,g,skladniki do pieczenia,łyżka,5
Chipsy czekoladowe,467,kcal,g,skladniki do pieczenia,białko,25
Cukier,21,kcal,g,skladniki do pieczenia,łyżka,15
Cukier brązowy,395,kcal,g,skladniki do pieczenia,łyżeczka,5
Cukier granulowany,387,kcal,g,skladniki do pieczenia,szklanka,220
Cukier kandyzowany,625,kcal,g,skladniki do pieczenia,paczka,2.8
Cukier puder,389,kcal,g,skladniki do pieczenia,łyżeczka,4
Cukier trzcinowy,387,kcal,g,skladniki do pieczenia,szklanka, nieprzesiane,120
Cukier waniliowy,357,kcal,g,skladniki do pieczenia,łyżka,5
Cynamon mielony,247,kcal,g,skladniki do pieczenia,łyżeczka,2.4
Drożdże (suszone),325,kcal,g,skladniki do pieczenia,łyżeczka,2.6
Drożdże świeże,83,kcal,g,skladniki do pieczenia,łyżeczka,4
Ekstrakt miętowy,0,kcal,g,skladniki do pieczenia,kostka,42
Ekstrakt waniliowy,288,kcal,g,skladniki do pieczenia,łyżeczka,5
Ekstrakt z migdałów,258,kcal,g,skladniki do pieczenia,łyżka,13
Figi suszone,249,kcal,g,skladniki do pieczenia,łyżka,8
Fruktoza,368,kcal,g,skladniki do pieczenia,figa,8.4
Glukoza,286,kcal,g,skladniki do pieczenia,łyżeczka,4
Imbir kandyzowany,335,kcal,g,skladniki do pieczenia,łyżka,20
Jajko,97,kcal,g,skladniki do pieczenia,łyżka,5.2
Jajo kacze,185,kcal,g,skladniki do pieczenia,jajko,60
Jogurt,61,kcal,g,skladniki do pieczenia,jajo,70
Kakao w proszku,228,kcal,g,skladniki do pieczenia,szklanka,227
Konfitura truskawkowa,278,kcal,g,skladniki do pieczenia,łyżka,5.4
Krokant,592,kcal,g,skladniki do pieczenia,łyżka,20
Ksylitol,240,kcal,g,skladniki do pieczenia,szklanka,75
Kuwertura,600,kcal,g,skladniki do pieczenia,łyżeczka,4
Mak,525,kcal,g,skladniki do pieczenia,paczka,200
Malititol,210,kcal,g,skladniki do pieczenia,łyżka,8.8
Maltodekstryna,375,kcal,g,skladniki do pieczenia,łyżeczka,4.5
Maltoza,344,kcal,g,skladniki do pieczenia,łyżeczka,3.2
Margaryna,884,kcal,g,skladniki do pieczenia,łyżka,13
Masło,717,kcal,g,skladniki do pieczenia,łyżka,12.8
Maślanka,62,kcal,g,skladniki do pieczenia,szklanka,227
Melasa,290,kcal,g,skladniki do pieczenia,szklanka,245
Migdały,529,kcal,g,skladniki do pieczenia,szklanka,337
Miód,304,kcal,g,skladniki do pieczenia,szklanka,92
Mleko kokosowe,50,kcal,g,skladniki do pieczenia,łyżka ,21
Mleko odparowane,134,kcal,g,skladniki do pieczenia,szklanka,240
Mleko pełne,61,kcal,g,skladniki do pieczenia,szklanka,252
Mleko ryżowe,49,kcal,g,skladniki do pieczenia,szklanka,244
Mleko skondensowane słodzone,321,kcal,g,skladniki do pieczenia,szklanka,245
Mleko sojowe,41,kcal,g,skladniki do pieczenia,szklanka,306
Mleko w proszku,496,kcal,g,skladniki do pieczenia,szklanka,243
Morele suszone,241,kcal,g,skladniki do pieczenia,szklanka,68
Mąka,364,kcal,g,skladniki do pieczenia,szklanka, w połówkach,130
Mąka /kaszka kukurydziana,361,kcal,g,skladniki do pieczenia,szklanka,120
Mąka pełnoziarnista,340,kcal,g,skladniki do pieczenia,szklanka,117
Mąka z semoliny,350,kcal,g,skladniki do pieczenia,szklanka,120
Napój ze słodu w proszku,405,kcal,g,skladniki do pieczenia,szklanka,120
Nasiona słonecznika,117,kcal,g,skladniki do pieczenia,łyżka,7
Olej roślinny,884,kcal,g,skladniki do pieczenia,porcja,20
Orzechy laskowe,628,kcal,g,skladniki do pieczenia,łyżka,13.6
Orzechy włoskie,131,kcal,g,skladniki do pieczenia,szklanka, mielone,75
Posypka czekoladowa,500,kcal,g,skladniki do pieczenia,orzech,20
Posypka do ciasta,475,kcal,g,skladniki do pieczenia,łyżka,5
Posypka perełkowa do ciasta,500,kcal,g,skladniki do pieczenia,łyżka,5
Proszek do pieczenia,53,kcal,g,skladniki do pieczenia,łyżeczka,2
Proszek proteinowy,411,kcal,g,skladniki do pieczenia,łyżeczka,4.6
Płatki kokosowe,456,kcal,g,skladniki do pieczenia,łyżka,11
Płatki owsiane,384,kcal,g,skladniki do pieczenia,szklanka,85
Rodzynki,474,kcal,g,skladniki do pieczenia,szklanka,156
Rum,246,kcal,g,skladniki do pieczenia,szklanka,165
Rum ciemny,216,kcal,g,skladniki do pieczenia,porcja,40
Sacharoza,387,kcal,g,skladniki do pieczenia,porcja,40
Sezam,573,kcal,g,skladniki do pieczenia,łyżeczka,4
Skrobia,381,kcal,g,skladniki do pieczenia,szklanka,144
Skrobia kukurydziana,381,kcal,g,skladniki do pieczenia,szklanka,128
Skórka pomarańczowa kandyzowana,97,kcal,g,skladniki do pieczenia,szklanka,128
Soda oczyszczona,0,kcal,g,skladniki do pieczenia,łyżka,6
Sorbitol,375,kcal,g,skladniki do pieczenia,łyżka,4.6
Syrop glukozowy,387,kcal,g,skladniki do pieczenia,łyżeczka,4
Syrop klonowy,270,kcal,g,skladniki do pieczenia,4 szklanki,55
Syrop kukurydziany,281,kcal,g,skladniki do pieczenia,4 szklanki,55
Syrop z agawy,310,kcal,g,skladniki do pieczenia,łyżka,19
Słodzik,360,kcal,g,skladniki do pieczenia,4 szklanki,55
Słód w proszku,361,kcal,g,skladniki do pieczenia,paczka,1
Twarożek śmietankowy,54,kcal,g,skladniki do pieczenia,szklanka,162
Winian potasu,258,kcal,g,skladniki do pieczenia,porcja,20
Wiórki kokosowe,501,kcal,g,skladniki do pieczenia,łyżka,15
Śliwki suszone,107,kcal,g,skladniki do pieczenia,szklanka,93
Śmietana kremówka,345,kcal,g,skladniki do pieczenia,szklanka, bez pestek,248
Żelatyna,335,kcal,g,skladniki do pieczenia,szklanka, ubita,120
Żurawina suszona,308,kcal,g,skladniki do pieczenia,łyżka,7
Żółtko jaja,322,kcal,g,skladniki do pieczenia,3 szklanki,40
Chrzan,48,kcal,g,sosy i dressingi,łyżka,15
Harissa,52,kcal,g,sosy i dressingi,łyżka,15
Jus,53,kcal,g,sosy i dressingi,łyżka,15
Ketchup,100,kcal,g,sosy i dressingi,szklanka,233
Ketchup curry,124,kcal,g,sosy i dressingi,łyżka,15
Kwaśna śmietana,217,kcal,g,sosy i dressingi,łyżka,15
Majonez,692,kcal,g,sosy i dressingi,łyżka,12
Musztarda,60,kcal,g,sosy i dressingi,łyżka,13
Pasta sezamowa,595,kcal,g,sosy i dressingi,łyżeczka,5
Pesto,458,kcal,g,sosy i dressingi,łyżka,15
Przecier pomidorowy,82,kcal,g,sosy i dressingi,łyżka,15
Puree pomidorowe,38,kcal,g,sosy i dressingi,łyżka,17
Sos barbecue,150,kcal,g,sosy i dressingi,łyżka,15
Sos beareński,414,kcal,g,sosy i dressingi,łyżka,15
Sos beszamelowy,225,kcal,g,sosy i dressingi,łyżka,15
Sos bolognese,106,kcal,g,sosy i dressingi,łyżka,15
Sos Chasseur,45,kcal,g,sosy i dressingi,szklanka,226
Sos chili,112,kcal,g,sosy i dressingi,łyżka,15
Sos curry,26,kcal,g,sosy i dressingi,łyżka,18
Sos do sałatek włoski,293,kcal,g,sosy i dressingi,łyżka,17
Sos hamburgerowy,383,kcal,g,sosy i dressingi,łyżka,15
Sos holenderski,535,kcal,g,sosy i dressingi,łyżka,15
Sos musztardowy,645,kcal,g,sosy i dressingi,łyżka,15
Sos pomarańczowy,179,kcal,g,sosy i dressingi,łyżka,13
Sos pomidorowy,24,kcal,g,sosy i dressingi,łyżka,15
Sos Remoulade,635,kcal,g,sosy i dressingi,szklanka,245
Sos sałatkowy,449,kcal,g,sosy i dressingi,łyżka,13
Sos sałatkowy cezar,429,kcal,g,sosy i dressingi,łyżka,16
Sos sałatkowy francuski,60,kcal,g,sosy i dressingi,łyżka,15
Sos sałatkowy grecki,467,kcal,g,sosy i dressingi,łyżka,15
Sos sałatkowy jogurtowy,45,kcal,g,sosy i dressingi,łyżka,15
Sos sałatkowy musztardowo-miodowy,464,kcal,g,sosy i dressingi,łyżka,15
Sos sałatkowy Ranch,510,kcal,g,sosy i dressingi,łyżka,16
Sos sojowy,67,kcal,g,sosy i dressingi,łyżka,15
Sos słodko-kwaśny,179,kcal,g,sosy i dressingi,łyżka,15
Sos Teriyaki,89,kcal,g,sosy i dressingi,łyżka,15
Sos Vinaigrette,120,kcal,g,sosy i dressingi,łyżka,18
Sos vinaigrette balsamiczny,290,kcal,g,sosy i dressingi,łyżka,15
Sos Worcestershire,78,kcal,g,sosy i dressingi,łyżka,16
Sos z kwaśniej śmietany,60,kcal,g,sosy i dressingi,łyżka,15
Sos śmietanowy,180,kcal,g,sosy i dressingi,łyżka,15
Tabasco,70,kcal,g,sosy i dressingi,szklanka,244
Tzatziki,94,kcal,g,sosy i dressingi,łyżeczka,5
Babka Panettone,318,kcal,g,wyroby cukiernicze chleb i wypieki,babeczka,43
Bagietka,274,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,27
Bajgiel,257,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,60
Biszkopty,269,kcal,g,wyroby cukiernicze chleb i wypieki,bajgiel,98
Brioszka,346,kcal,g,wyroby cukiernicze chleb i wypieki,biszkopt,58
Bułeczki cynamonowe,436,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,31
Bułka,316,kcal,g,wyroby cukiernicze chleb i wypieki,bułka,65
Bułka do hot dogów,279,kcal,g,wyroby cukiernicze chleb i wypieki,bułka,38
Bułka grahamka,254,kcal,g,wyroby cukiernicze chleb i wypieki,bułka,43
Bułka maślana,325,kcal,g,wyroby cukiernicze chleb i wypieki,rożek,58
Bułka preclowa,338,kcal,g,wyroby cukiernicze chleb i wypieki,bułka maślana,90
Bułka słodka,292,kcal,g,wyroby cukiernicze chleb i wypieki,sztuka,60
Cannolo,254,kcal,g,wyroby cukiernicze chleb i wypieki,ztuka ,105
Chałka,283,kcal,g,wyroby cukiernicze chleb i wypieki,porcja,85
Chleb bananowy,326,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,23
Chleb biały,238,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,28.4
Chleb graham,212,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,28
Chleb kukurydziany,179,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,50
Chleb na zakwasie,289,kcal,g,wyroby cukiernicze chleb i wypieki,kawałek,28.4
Chleb Naan,275,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,35
Chleb Pita,275,kcal,g,wyroby cukiernicze chleb i wypieki,chlebek,160
Chleb pszenny pełnoziarnisty,247,kcal,g,wyroby cukiernicze chleb i wypieki,chlebek,50
Chleb razowy,250,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,46
Chleb sodowy,290,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,26
Chleb tostowy,240,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,28.4
Chleb wieloziarnisty,265,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,30
Chleb włoski,271,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,26
Chleb z rodzynkami,274,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,30
Chleb ziemniaczany,266,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,32
Chleb żytni,259,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,32
Ciabatta,271,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,28.4
Ciasteczka owsiane,450,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,20
Ciastko scone,362,kcal,g,wyroby cukiernicze chleb i wypieki,ciasteczko,25
Ciasto czekoladowe,405,kcal,g,wyroby cukiernicze chleb i wypieki,ciastko,40
Ciasto francuskie,558,kcal,g,wyroby cukiernicze chleb i wypieki,kawałek,40
Ciasto kruche,544,kcal,g,wyroby cukiernicze chleb i wypieki,kawałek,47
Crumpet,178,kcal,g,wyroby cukiernicze chleb i wypieki,porcja,50
Czapati,240,kcal,g,wyroby cukiernicze chleb i wypieki,crumpet,55
Focaccia (podstawa do pizzy),249,kcal,g,wyroby cukiernicze chleb i wypieki,placek,50
Grissini,400,kcal,g,wyroby cukiernicze chleb i wypieki,kawałek,57
Kajzerka,271,kcal,g,wyroby cukiernicze chleb i wypieki,grissini,5
Kanapka,304,kcal,g,wyroby cukiernicze chleb i wypieki,kajzerka,65
Maca,351,kcal,g,wyroby cukiernicze chleb i wypieki,kanapka,83
Mini pizza,250,kcal,g,wyroby cukiernicze chleb i wypieki,maca,28
Muffinka,296,kcal,g,wyroby cukiernicze chleb i wypieki,pizza,90
Naleśnik,233,kcal,g,wyroby cukiernicze chleb i wypieki,muffinka,71
Naleśniki Crêpe,224,kcal,g,wyroby cukiernicze chleb i wypieki,naleśnik,38
Pieczywo czosnkowe,350,kcal,g,wyroby cukiernicze chleb i wypieki,naleśnik,50
Placuszki roti,264,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,43
Podpłomyki,311,kcal,g,wyroby cukiernicze chleb i wypieki,placuszek,43
Precel,338,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,50
Pumpernikiel,250,kcal,g,wyroby cukiernicze chleb i wypieki,precel,115
Pączek,421,kcal,g,wyroby cukiernicze chleb i wypieki,pumpernickel,36
Rogal drożdżowy,177,kcal,g,wyroby cukiernicze chleb i wypieki,pączek,45
Rogal maślany,322,kcal,g,wyroby cukiernicze chleb i wypieki,rożek,65
Rogalik,406,kcal,g,wyroby cukiernicze chleb i wypieki,rogal maślany,65
Rolada,313,kcal,g,wyroby cukiernicze chleb i wypieki,rogalik,57
Rożek z jabłkiem,348,kcal,g,wyroby cukiernicze chleb i wypieki,sztuka,32
Spanakopita,246,kcal,g,wyroby cukiernicze chleb i wypieki,rożek,82
Suflet,204,kcal,g,wyroby cukiernicze chleb i wypieki,kawałek,57
Szarlotka,237,kcal,g,wyroby cukiernicze chleb i wypieki,kubek,136
Tarta,237,kcal,g,wyroby cukiernicze chleb i wypieki,kawałek,125
Toast,261,kcal,g,wyroby cukiernicze chleb i wypieki,kawałek,125
Tortilla,265,kcal,g,wyroby cukiernicze chleb i wypieki,kromka,33
Bazylia,233,kcal,g,ziola i przyprawy,łyżeczka,2.1
Botwina,19,kcal,g,ziola i przyprawy,łyżeczka,0.7
Cebula,40,kcal,g,ziola i przyprawy,liść,48
Cebula sproszkowana,341,kcal,g,ziola i przyprawy,cebula,85
Chili,282,kcal,g,ziola i przyprawy,łyżeczka,2.4
Chili w proszku,282,kcal,g,ziola i przyprawy,łyżka,8
Chrzan,48,kcal,g,ziola i przyprawy,łyżeczka,2.7
Curry,325,kcal,g,ziola i przyprawy,łyżka,15
Cynamon,247,kcal,g,ziola i przyprawy,łyżka,6.3
Czosnek,149,kcal,g,ziola i przyprawy,łyżka,7.9
Czosnek sproszkowany,331,kcal,g,ziola i przyprawy,ząbek,3
Ekstrakt z migdałów,374,kcal,g,ziola i przyprawy,łyżeczka,3.1
Ekstrakt z wanilii,288,kcal,g,ziola i przyprawy,łyżka,10
Estragon,295,kcal,g,ziola i przyprawy,łyżka,13
Gałka muszkatołowa,525,kcal,g,ziola i przyprawy,łyżka,1.8
Goździki,274,kcal,g,ziola i przyprawy,łyżeczka,2.2
Imbir,80,kcal,g,ziola i przyprawy,łyżka,6.5
Imbir kandyzowany,335,kcal,g,ziola i przyprawy,łyżeczka,2
Jalepeno,13,kcal,g,ziola i przyprawy,łyżka,5.2
Jałowiec,45,kcal,g,ziola i przyprawy,łyżeczka,3
Kapary,23,kcal,g,ziola i przyprawy,szklanka,55
